2003,299072.23
2004,69555086.9
2005,2980579.07
2007,3653966.81
2008,64927114.39
2009,551611.4400000001
2010,316524.2
2011,7991080.36
2012,120237345.3
2013,5065363.77
2014,7792310.39
2015,101102922.39
2016,266697671.77
2017,5434932.44
2018,6519601.95
2019,15698102.98
2020,459988314.32
2021,50948.44
2022,547220.3
2023,156620187.34
2024,11010567912.67
2025,1547938.89
